Pass,Profit,Total trades,Profit factor,Expected Payoff,Drawdown $,Drawdown %
1223,572.12,975,1.85,0.59,268.75,21.61
1413,572.09,938,1.76,0.61,301.34,23.13
1257,572.07,985,1.86,0.58,271.56,21.46
1454,572.03,985,1.86,0.58,271.71,21.48
312,572.01,921,1.59,0.62,395.61,27.81
1403,571.97,985,1.86,0.58,271.65,21.47
1559,571.97,977,1.84,0.59,268.89,21.62
953,571.92,975,1.85,0.59,268.74,21.61
1411,571.87,985,1.86,0.58,271.65,21.47
1760,571.84,974,1.85,0.59,268.88,21.49
579,571.82,985,1.86,0.58,271.56,21.47
2704,571.81,930,1.77,0.61,309.36,24.49
1840,571.75,974,1.85,0.59,268.8,21.49
1290,571.69,977,1.84,0.59,268.89,21.62
1589,571.67,977,1.84,0.59,268.83,21.61
843,571.63,985,1.86,0.58,271.56,21.47
1784,571.57,968,1.8,0.59,271.56,21.47
1065,571.45,961,1.74,0.59,301.17,23.05
1814,571.44,974,1.85,0.59,268.79,21.49
1219,571.4,981,1.85,0.58,272.53,20.65
1289,571.36,962,1.74,0.59,301.41,23.06
1163,571.31,977,1.84,0.58,268.66,21.6
2479,571.31,929,1.77,0.61,309.55,24.5
2715,571.29,929,1.77,0.61,309.36,24.48
794,571.25,974,1.85,0.59,268.77,21.49
1205,571.09,928,1.77,0.62,309.9,24.52
1348,570.97,977,1.84,0.58,268.81,21.61
775,570.94,980,1.85,0.58,272.5,20.65
2874,570.88,928,1.77,0.62,309.75,24.51
2643,570.85,929,1.77,0.61,309.36,24.49
2657,570.82,929,1.77,0.61,309.34,24.49
1587,570.82,980,1.85,0.58,272.58,20.66
2852,570.8,928,1.76,0.62,309.76,24.51
1208,570.78,956,1.62,0.6,528.95,45.09
2751,570.78,943,1.63,0.61,451.37,35.75
2935,570.74,928,1.77,0.62,309.73,24.51
2823,570.61,928,1.77,0.61,309.65,24.5
2169,570.6,928,1.77,0.61,309.57,24.5
1565,570.59,949,1.72,0.6,428.95,33.66
2846,570.56,928,1.76,0.61,309.67,24.51
2807,570.49,928,1.77,0.61,309.53,24.49
2376,570.49,928,1.77,0.61,309.49,24.49
2448,570.48,928,1.77,0.61,309.53,24.49
1439,570.44,960,1.63,0.59,529.36,45.12
2809,570.43,928,1.77,0.61,309.57,24.5
1339,570.42,980,1.85,0.58,272.6,20.65
2577,570.4,928,1.76,0.61,309.62,24.5
2607,570.39,928,1.77,0.61,309.5,24.49
577,570.31,973,1.78,0.59,301.25,23.05
1573,570.31,980,1.85,0.58,272.6,20.66
1890,570.31,981,1.86,0.58,270.61,21.74
1796,570.24,975,1.85,0.58,268.77,21.61
2756,570.21,928,1.76,0.61,309.54,24.5
1100,570.18,975,1.85,0.58,268.72,21.6
2792,570.16,928,1.76,0.61,309.61,24.5
2818,570.16,928,1.76,0.61,309.61,24.5
1807,570.16,980,1.86,0.58,270.56,21.74
1472,570.15,980,1.84,0.58,268.91,21.61
2630,570.09,928,1.77,0.61,309.36,24.48
1508,570.08,966,1.83,0.59,272.67,20.66
1504,570.06,977,1.85,0.58,272.66,20.66
2248,570.04,956,1.62,0.6,528.26,45.04
1452,570.04,966,1.83,0.59,272.65,20.66
1383,570.02,966,1.83,0.59,272.58,20.65
1142,569.97,973,1.78,0.59,301.17,23.04
2642,569.92,928,1.76,0.61,309.4,24.49
1415,569.92,966,1.83,0.59,272.6,20.66
1384,569.9,966,1.83,0.59,272.58,20.66
2871,569.83,927,1.76,0.61,309.76,24.51
1207,569.76,960,1.63,0.59,528.96,45.09
1566,569.75,966,1.83,0.59,272.62,20.66
1596,569.64,937,1.72,0.61,310.12,24.35
1149,569.63,983,1.85,0.58,271.5,21.46
1735,569.63,979,1.87,0.58,270.68,21.75
2897,569.6,927,1.76,0.61,309.68,24.51
1362,569.59,973,1.84,0.59,268.83,21.61
1231,569.52,966,1.83,0.59,272.5,20.65
2858,569.5,927,1.76,0.61,309.79,24.52
1046,569.36,980,1.85,0.58,272.47,20.65
2032,569.33,980,1.84,0.58,268.53,21.59
2451,569.31,927,1.76,0.61,309.49,24.5
1319,569.28,937,1.72,0.61,310.12,24.35
934,569.16,940,1.72,0.61,310.02,24.35
1607,569.14,960,1.77,0.59,301.35,23.05
1571,569.05,923,1.76,0.62,310.11,24.53
1639,569,940,1.72,0.61,310.13,24.35
1296,569,937,1.72,0.61,310.15,24.35
877,568.92,919,1.77,0.62,310.7,23.71
1851,568.88,923,1.76,0.62,310.01,24.53
1152,568.8,937,1.72,0.61,309.93,24.34
2012,568.76,940,1.72,0.61,309.79,24.33
1298,568.63,959,1.74,0.59,301.36,23.05
988,568.52,976,1.84,0.58,268.74,21.6
1833,568.5,973,1.84,0.58,268.8,21.6
1993,568.38,940,1.72,0.6,309.7,24.33
1285,568.3,973,1.84,0.58,268.86,21.61
1101,568.28,912,1.82,0.62,268.74,22.14
1324,568.26,972,1.83,0.58,268.83,21.61
2578,568.19,923,1.76,0.62,309.66,24.51
1564,568.16,867,1.85,0.66,388.98,25.46
847,568.15,973,1.84,0.58,268.75,21.6
1367,568.13,921,1.75,0.62,310.13,24.53
1239,568.13,958,1.73,0.59,301.17,23.04
2257,568.05,940,1.72,0.6,309.53,24.31
1005,568.05,983,1.85,0.58,271.55,21.47
2368,568.02,940,1.72,0.6,309.49,24.31
1081,568.01,983,1.85,0.58,271.59,21.47
2478,567.94,940,1.72,0.6,309.54,24.32
2574,567.93,923,1.76,0.62,309.63,24.51
743,567.92,972,1.83,0.58,268.75,21.61
2171,567.9,940,1.72,0.6,309.61,24.32
1838,567.88,921,1.75,0.62,310.06,24.53
2335,567.87,940,1.72,0.6,309.46,24.31
2802,567.86,923,1.76,0.62,309.5,24.5
1130,567.86,958,1.73,0.59,301.22,23.05
2410,567.82,923,1.76,0.62,309.5,24.5
1249,567.81,973,1.84,0.58,268.72,21.6
2455,567.81,923,1.76,0.62,309.51,24.49
2267,567.72,923,1.76,0.62,309.51,24.49
1349,567.4,943,1.68,0.6,327.29,26.02
1534,567.34,976,1.8,0.58,271.72,21.48
1493,567.23,979,1.84,0.58,272.63,20.66
2957,567.17,921,1.75,0.62,309.76,24.51
2868,567.15,921,1.75,0.62,309.75,24.51
826,567.13,979,1.84,0.58,272.57,20.65
2873,567.02,921,1.75,0.62,309.79,24.51
3032,566.98,921,1.75,0.62,309.7,24.51
929,566.98,977,1.8,0.58,271.56,21.47
1423,566.93,972,1.85,0.58,268.87,21.62
2232,566.88,921,1.75,0.62,309.56,24.5
2963,566.87,921,1.75,0.62,309.72,24.51
1140,566.86,941,1.68,0.6,327.21,26.02
1113,566.8,927,1.56,0.61,395.66,27.45
2270,566.73,921,1.75,0.62,309.54,24.5
2878,566.7,921,1.75,0.62,309.73,24.51
1401,566.68,972,1.74,0.58,438.8,34.42
1887,566.66,972,1.74,0.58,438.72,34.41
787,566.64,977,1.8,0.58,271.59,21.47
1108,566.53,977,1.8,0.58,271.53,21.47
1203,566.52,972,1.83,0.58,268.67,21.6
1025,566.51,922,1.77,0.61,310.58,23.87
2741,566.34,858,1.59,0.66,991.81,86.21
2325,566.26,921,1.75,0.61,309.46,24.5
1718,566.26,942,1.71,0.6,428.99,33.67
2036,566.24,969,1.84,0.58,268.52,21.59
1658,565.75,975,1.8,0.58,271.68,21.48
1345,565.61,976,1.8,0.58,271.62,21.47
1347,565.45,976,1.8,0.58,271.62,21.47
534,565.39,931,1.75,0.61,301.17,23.11
1092,565.27,931,1.75,0.61,301.22,23.12
1318,565.25,974,1.84,0.58,272.63,20.66
1463,565.18,933,1.71,0.61,310.16,24.35
585,565.13,954,1.75,0.59,310.66,23.62
916,565,974,1.83,0.58,272.57,20.65
1218,564.87,974,1.83,0.58,272.5,20.65
1895,564.79,970,1.83,0.58,268.8,21.61
1341,564.67,955,1.75,0.59,310.74,23.62
1053,564.67,974,1.83,0.58,272.49,20.65
626,564.57,969,1.84,0.58,272.49,20.65
1162,564.5,933,1.71,0.61,309.88,24.34
1220,564.5,974,1.83,0.58,272.53,20.65
1808,564.12,971,1.83,0.58,268.77,21.6
1425,564.08,919,1.56,0.61,395.9,27.45
1233,564,971,1.83,0.58,268.73,21.6
1388,563.89,971,1.83,0.58,268.84,21.61
830,563.89,917,1.76,0.61,310.71,23.75
2076,563.81,977,1.8,0.58,271.33,21.45
1332,563.59,955,1.88,0.59,268.86,22.08
1789,563.59,972,1.84,0.58,272.55,20.65
1703,563.53,964,1.83,0.58,268.87,21.61
1131,563.52,917,1.76,0.61,310.64,23.75
709,563.48,972,1.84,0.58,272.51,20.65
973,563.47,919,1.56,0.61,395.66,27.46
991,563.33,957,1.72,0.59,301.22,23.05
948,563.28,974,1.83,0.58,272.49,20.65
2300,563.25,931,1.62,0.6,451.24,35.73
2050,563.22,919,1.56,0.61,395.37,27.44
924,563.2,951,1.74,0.59,310.64,23.62
463,563.2,957,1.72,0.59,301.14,23.04
1258,563.19,973,1.83,0.58,272.51,20.65
1308,563.17,952,1.76,0.59,310.76,23.62
1525,563.11,923,1.61,0.61,395.88,27.7
1881,563.1,975,1.85,0.58,270.61,21.74
1035,563.1,973,1.83,0.58,272.46,20.65
1627,563.07,967,1.83,0.58,268.87,21.61
594,563.03,923,1.61,0.61,395.67,27.69
1112,562.91,862,1.57,0.65,993.51,86.03
1004,562.91,964,1.83,0.58,268.74,21.6
1331,562.88,949,1.75,0.59,310.76,23.63
2414,562.88,935,1.57,0.6,395.05,27.5
1238,562.85,918,1.56,0.61,395.69,27.48
712,562.84,964,1.83,0.58,268.77,21.61
504,562.74,882,1.57,0.64,393.7,27.76
438,562.73,923,1.61,0.61,395.5,27.68
1428,562.72,977,1.84,0.58,271.68,21.48
1720,562.71,934,1.69,0.6,428.93,33.65
1314,562.68,967,1.83,0.58,268.89,21.61
2503,562.57,932,1.6,0.6,395.17,27.79
895,562.52,950,1.74,0.59,310.66,23.61
1949,562.43,967,1.83,0.58,268.66,21.6
1497,562.43,941,1.71,0.6,418.11,33.16
2974,562.31,868,1.77,0.65,452.12,29.85
1168,562.23,932,1.71,0.6,309.88,24.34
710,562.22,934,1.69,0.6,428.76,33.65
1667,562.13,950,1.75,0.59,310.8,23.63
1529,562.13,941,1.71,0.6,418.11,33.16
1294,562.06,930,1.59,0.6,395.92,27.83
1106,562.06,936,1.86,0.6,268.74,22.14
2149,562,923,1.55,0.61,395.09,27.78
1431,561.94,930,1.59,0.6,395.9,27.83
1128,561.91,936,1.86,0.6,268.75,22.15
1237,561.91,970,1.83,0.58,272.51,20.65
1164,561.9,974,1.84,0.58,272.41,20.64
1418,561.83,970,1.83,0.58,272.61,20.66
1435,561.76,947,1.74,0.59,310.74,23.62
2558,561.7,919,1.75,0.61,309.67,24.51
584,561.7,910,1.73,0.62,310.03,24.53
1641,561.7,969,1.82,0.58,272.63,20.66
918,561.69,947,1.74,0.59,310.69,23.62
2824,561.57,914,1.75,0.61,309.61,24.5
1252,561.55,947,1.74,0.59,310.64,23.61
1311,561.46,967,1.79,0.58,271.66,21.48
1449,561.41,931,1.71,0.6,310.15,24.36
2755,561.36,919,1.75,0.61,309.53,24.5
996,561.36,973,1.83,0.58,272.51,20.65
1263,561.29,936,1.77,0.6,310.68,23.73
1031,561.28,947,1.74,0.59,310.6,23.61
1146,561.27,967,1.79,0.58,271.51,21.47
318,561.25,967,1.79,0.58,271.48,21.46
871,561.24,931,1.71,0.6,310.08,24.35
1079,561.2,914,1.74,0.61,310.04,24.53
1134,561.1,914,1.74,0.61,309.99,24.53
852,561.09,967,1.79,0.58,271.57,21.47
656,561.07,967,1.79,0.58,271.56,21.47
955,561.06,936,1.77,0.6,310.63,23.73
2052,561.05,931,1.71,0.6,309.75,24.33
853,561.03,914,1.74,0.61,310.02,24.53
1900,561.03,914,1.74,0.61,310.03,24.53
957,561,931,1.71,0.6,310.01,24.34
361,560.75,936,1.77,0.6,310.5,23.72
1286,560.74,888,1.78,0.63,310.13,24.45
1538,560.62,969,1.82,0.58,272.72,20.66
1310,560.61,907,1.55,0.62,395.86,27.82
3006,560.6,931,1.71,0.6,309.74,24.33
864,560.54,948,1.74,0.59,310.71,23.62
1006,560.54,907,1.56,0.62,395.64,27.81
2427,560.54,910,1.73,0.62,309.46,24.49
995,560.53,907,1.56,0.62,395.67,27.81
868,560.47,907,1.55,0.62,395.8,27.82
1346,560.46,967,1.83,0.58,272.56,20.65
2541,560.42,914,1.74,0.61,309.6,24.5
1014,560.41,948,1.74,0.59,310.62,23.61
1328,560.41,970,1.79,0.58,271.67,21.48
603,560.37,907,1.55,0.62,395.69,27.82
943,560.35,888,1.78,0.63,309.98,24.44
964,560.34,907,1.55,0.62,395.71,27.82
2204,560.31,914,1.74,0.61,309.63,24.5
2545,560.29,914,1.74,0.61,309.58,24.5
1047,560.25,970,1.79,0.58,271.52,21.46
2672,560.22,903,1.64,0.62,392.92,27.46
800,560.15,888,1.78,0.63,309.98,24.44
2005,560.14,912,1.73,0.61,309.73,24.51
1204,560.13,970,1.79,0.58,271.5,21.46
1728,560.09,954,1.78,0.59,310.84,23.63
1988,560.08,887,1.58,0.63,393.37,27.44
3019,559.98,939,1.68,0.6,326.65,26.11
1719,559.96,926,1.7,0.6,310.18,24.35
1695,559.94,945,1.72,0.59,310.14,24.35
2719,559.94,914,1.74,0.61,309.36,24.49
1541,559.91,954,1.78,0.59,310.81,23.63
1368,559.86,927,1.7,0.6,310.12,24.35
1393,559.86,954,1.78,0.59,310.72,23.62
2346,559.81,914,1.74,0.61,309.46,24.49
2263,559.8,887,1.58,0.63,393.22,27.43
1251,559.79,969,1.84,0.58,272.51,20.65
430,559.78,907,1.55,0.62,395.57,27.81
1446,559.77,945,1.72,0.59,310.1,24.35
2637,559.76,914,1.74,0.61,309.38,24.49
2655,559.75,914,1.74,0.61,309.36,24.48
1533,559.74,926,1.7,0.6,310.17,24.36
1696,559.73,954,1.78,0.59,310.78,23.63
1030,559.66,954,1.78,0.59,310.61,23.61
1265,559.62,954,1.78,0.59,310.64,23.62
876,559.59,925,1.71,0.6,310.06,24.35
1320,559.54,925,1.71,0.6,310.12,24.35
1245,559.53,952,1.87,0.59,268.77,22.08
1420,559.52,945,1.72,0.59,310.14,24.36
1400,559.52,928,1.7,0.6,310.12,24.35
1021,559.51,905,1.55,0.62,395.67,27.81
1515,559.48,945,1.72,0.59,310.14,24.36
1184,559.44,927,1.7,0.6,309.88,24.34
1680,559.41,948,1.73,0.59,310.77,23.62
1228,559.4,945,1.72,0.59,310.01,24.34
1609,559.38,964,1.82,0.58,272.59,20.66
1075,559.31,948,1.73,0.59,310.65,23.62
1067,559.3,945,1.72,0.59,309.97,24.34
1039,559.29,945,1.72,0.59,309.96,24.34
1176,559.28,954,1.78,0.59,310.48,23.61
1167,559.26,952,1.87,0.59,268.67,22.07
1060,559.25,922,1.6,0.61,395.64,27.69
1247,559.18,945,1.72,0.59,310.02,24.35
2508,559.17,908,1.73,0.62,309.64,24.5
627,559.12,952,1.87,0.59,268.74,22.08
1276,559.04,948,1.73,0.59,310.68,23.62
763,558.97,964,1.82,0.58,272.49,20.65
1299,558.97,930,1.82,0.6,321.79,27.84
1630,558.97,847,1.72,0.66,310.12,24.44
1160,558.94,964,1.82,0.58,272.43,20.64
1751,558.84,927,1.7,0.6,310.12,24.35
2145,558.84,927,1.7,0.6,309.52,24.32
3041,558.74,926,1.7,0.6,309.73,24.33
1097,558.74,925,1.76,0.6,310.61,23.75
1774,558.74,967,1.82,0.58,272.57,20.65
992,558.73,904,1.55,0.62,395.72,27.81
2482,558.59,908,1.73,0.62,309.55,24.5
1620,558.58,967,1.82,0.58,272.64,20.66
1229,558.52,939,1.66,0.59,334.25,26.53
1000,558.46,842,1.85,0.66,387.23,25.5
1927,558.45,939,1.66,0.59,334.35,26.54
1882,558.44,933,1.86,0.6,268.8,22.15
115,558.34,904,1.72,0.62,309.91,24.52
947,558.31,933,1.86,0.6,268.75,22.15
855,558.28,929,1.72,0.6,310,24.35
764,558.18,933,1.86,0.6,268.73,22.14
2524,558.15,920,1.61,0.61,451.41,35.74
2773,558.07,907,1.73,0.62,309.55,24.5
2605,557.98,925,1.71,0.6,309.5,24.31
1234,557.91,936,1.66,0.6,334.19,26.54
1636,557.59,924,1.7,0.6,310.15,24.35
2706,557.45,907,1.73,0.61,309.36,24.49
753,557.43,924,1.7,0.6,309.95,24.34
1117,557.32,924,1.7,0.6,309.99,24.34
1240,557.22,924,1.7,0.6,309.95,24.34
1543,557.22,896,1.8,0.62,321.81,27.71
1145,557.16,968,1.82,0.58,272.45,20.65
791,557.15,968,1.82,0.58,272.51,20.65
884,557.01,924,1.7,0.6,310.04,24.35
722,556.75,925,1.69,0.6,417.87,33.17
1918,556.72,924,1.72,0.6,310.02,24.53
2560,556.67,924,1.7,0.6,309.67,24.32
1093,556.64,924,1.72,0.6,309.98,24.53
1520,556.51,924,1.72,0.6,310.16,24.54
1297,556.36,925,1.7,0.6,310.15,24.35
1243,556.25,835,1.71,0.67,388.84,25.65
1045,556.23,925,1.7,0.6,309.95,24.34
1946,556.2,925,1.7,0.6,309.9,24.33
906,556.16,881,1.77,0.63,310.05,24.44
908,555.99,841,1.59,0.66,993.74,86.81
154,555.91,902,1.55,0.62,395.68,27.81
1516,555.85,921,1.79,0.6,268.9,22.09
968,555.83,952,1.77,0.58,310.62,23.62
1281,555.7,943,1.72,0.59,310.08,24.35
645,555.64,881,1.77,0.63,309.99,24.44
2932,555.55,925,1.7,0.6,309.72,24.32
1177,555.53,943,1.72,0.59,309.86,24.33
2433,555.43,920,1.58,0.6,395.03,27.77
2372,555.42,944,1.68,0.59,471.96,36.9
768,555.38,901,1.55,0.62,395.7,27.81
203,555.06,901,1.55,0.62,395.52,27.81
801,555,901,1.55,0.62,395.7,27.82
1707,554.92,886,1.59,0.63,394.05,27.77
1246,554.81,921,1.69,0.6,310.01,24.34
891,554.76,827,1.75,0.67,348.79,22.82
1226,554.62,927,1.81,0.6,321.63,27.83
100,554.57,827,1.75,0.67,348.64,22.82
1016,554.33,872,1.76,0.64,309.99,24.44
1955,554.21,938,1.76,0.59,272.36,21.09
1632,554.11,871,1.76,0.64,310.12,24.44
746,554.05,875,1.85,0.63,268.75,22.11
1802,553.84,912,1.57,0.61,395.68,27.82
846,553.75,911,1.74,0.61,310.64,23.7
529,553.69,912,1.57,0.61,395.62,27.81
1778,553.63,912,1.57,0.61,395.76,27.82
1495,553.51,939,1.72,0.59,310.13,24.36
657,553.51,912,1.57,0.61,395.66,27.82
1978,553.48,940,1.72,0.59,309.73,24.33
2231,553.41,922,1.71,0.6,451.43,35.59
2030,553.36,912,1.57,0.61,395.39,27.79
1647,553.3,904,1.81,0.61,321.78,27.71
2269,553.25,898,1.72,0.62,309.51,24.5
1666,553.23,937,1.67,0.59,472.98,36.96
1889,553.16,937,1.67,0.59,472.82,36.95
1355,552.99,934,1.58,0.59,395.84,27.82
1001,552.97,934,1.58,0.59,395.67,27.81
907,552.7,874,1.75,0.63,310.05,24.44
1070,552.62,869,1.84,0.64,268.76,22.1
857,552.61,933,1.58,0.59,395.69,27.82
1143,552.47,898,1.71,0.62,309.98,24.52
1027,552.42,869,1.84,0.64,268.72,22.1
696,552.29,869,1.84,0.64,268.75,22.11
2312,552.16,901,1.62,0.61,451.29,36.01
1074,552.11,923,1.71,0.6,310.04,24.35
556,552.07,899,1.75,0.61,310.62,23.94
711,552.04,873,1.75,0.63,310.02,24.44
1464,552.02,900,1.62,0.61,452.24,36.07
3026,551.96,901,1.71,0.61,309.74,24.51
2182,551.74,933,1.58,0.59,395.16,27.78
1157,551.15,874,1.75,0.63,309.89,24.43
870,551.05,912,1.72,0.6,301.29,23.12
1172,550.99,874,1.75,0.63,309.88,24.43
2322,550.79,923,1.71,0.6,309.48,24.31
3011,549.53,904,1.54,0.61,395.33,27.8
1098,549.52,874,1.6,0.63,393.6,27.3
2360,549.49,931,1.66,0.59,333.48,26.66
1224,549.2,894,1.54,0.61,395.64,27.82
293,549.12,894,1.54,0.61,395.69,27.81
1199,548.91,893,1.71,0.61,309.9,24.52
2197,548.85,910,1.58,0.6,395.34,27.79
901,548.83,938,1.83,0.59,268.8,22.08
1135,548.72,886,1.55,0.62,873.6,75.21
997,548.69,871,1.75,0.63,309.99,24.44
1879,548.64,896,1.7,0.61,310.07,24.53
2112,548.47,894,1.54,0.61,394.98,27.77
2965,548.4,892,1.62,0.61,451.64,36.03
2952,548.35,896,1.7,0.61,309.79,24.51
2051,548.26,871,1.75,0.63,309.76,24.43
2029,548.09,896,1.7,0.61,309.73,24.51
2872,547.96,896,1.7,0.61,309.77,24.52
2067,547.82,896,1.7,0.61,309.72,24.51
1136,547.65,907,1.71,0.6,301.22,23.12
1387,547.62,894,1.65,0.61,429.14,34.16
2743,547.59,896,1.7,0.61,309.49,24.49
1127,547.51,888,1.75,0.62,309.99,24.38
2782,547.42,896,1.7,0.61,309.55,24.5
1110,547.38,922,1.81,0.59,268.73,22.15
2619,547.37,896,1.7,0.61,309.45,24.49
1111,546.75,885,1.78,0.62,268.74,21.98
1250,546.73,935,1.82,0.58,268.72,22.07
1268,546.72,895,1.7,0.61,310.08,24.53
1116,546.2,914,1.74,0.6,310.62,24
1372,546.16,878,1.6,0.62,393.87,27.69
1287,545.46,904,1.7,0.6,301.36,23.12
1028,545.2,894,1.67,0.61,310.58,24.49
1050,545.19,921,1.58,0.59,451.97,35.78
1088,545.16,875,1.86,0.62,268.77,22.2
1200,545.02,875,1.86,0.62,268.69,22.2
983,544.61,879,1.76,0.62,321.65,27.7
1103,544.56,875,1.61,0.62,393.56,27.22
927,544.48,876,1.79,0.62,321.63,27.8
1171,544.35,890,1.85,0.61,268.66,22.1
1012,544.26,912,1.58,0.6,452.01,35.71
747,543.84,887,1.53,0.61,395.66,27.81
296,543.55,856,1.73,0.63,301.17,23.79
836,543.42,877,1.82,0.62,268.8,22.08
488,543.36,897,1.77,0.61,321.53,27.81
889,543.35,932,1.8,0.58,268.82,22.08
1019,543.27,914,1.81,0.59,268.75,22.14
796,543.26,914,1.81,0.59,268.74,22.14
921,543.05,911,1.81,0.6,268.77,22.15
1049,542.94,861,1.73,0.63,309.97,24.44
208,542.91,914,1.81,0.59,268.6,22.13
1217,542.72,911,1.81,0.6,268.74,22.14
932,542.64,909,1.77,0.6,321.65,27.83
612,542.02,889,1.8,0.61,321.67,27.81
1051,541.58,873,1.85,0.62,268.7,22.2
1242,541.18,862,1.73,0.63,310.04,24.44
2004,540.82,861,1.73,0.63,309.76,24.42
759,540.81,874,1.73,0.62,310.59,24
502,540.65,874,1.73,0.62,310.57,24
959,540.65,841,1.75,0.64,316.69,25.06
808,540.58,913,1.79,0.59,268.74,22.14
1052,540.54,868,1.73,0.62,309.96,24.37
1089,540.23,878,1.57,0.62,393.76,27.76
276,540.11,874,1.74,0.62,309.97,24.37
551,540.09,878,1.57,0.62,393.71,27.76
2262,539.97,922,1.65,0.59,472.07,37.23
1010,539.92,934,1.84,0.58,271.37,20.82
1020,539.89,934,1.84,0.58,271.38,20.82
869,539.79,848,1.75,0.64,316.77,25.07
829,539.75,848,1.75,0.64,316.78,25.07
544,539.67,934,1.84,0.58,271.35,20.82
1137,539.61,848,1.75,0.64,316.69,25.06
783,539.59,848,1.75,0.64,316.69,25.06
902,539.49,848,1.75,0.64,316.76,25.07
1185,539.32,899,1.72,0.6,310.54,23.74
867,539.07,856,1.72,0.63,310.04,24.44
862,538.87,856,1.72,0.63,310.08,24.44
2463,538.86,890,1.69,0.61,309.49,24.5
1120,538.85,906,1.8,0.59,268.75,21.99
1125,538.82,856,1.72,0.63,309.99,24.44
65,538.82,881,1.66,0.61,310.51,24.51
758,538.72,880,1.66,0.61,310.58,24.51
600,538.68,880,1.66,0.61,310.64,24.52
760,538.66,852,1.74,0.63,309.95,24.49
840,538.65,893,1.79,0.6,321.66,27.81
650,538.63,875,1.73,0.62,310.62,24
958,538.57,852,1.74,0.63,310.04,24.5
307,538.52,852,1.74,0.63,309.93,24.49
457,538.22,881,1.74,0.61,310.51,24
1054,537.98,879,1.66,0.61,310.62,24.52
643,537.95,833,1.67,0.65,309.98,24.44
333,537.93,819,1.82,0.66,387.15,25.85
1181,537.64,851,1.76,0.63,316.54,25.06
155,537.25,846,1.64,0.64,398.34,31.6
981,536.81,880,1.73,0.61,310.65,24.01
428,536.66,833,1.67,0.64,309.87,24.43
638,536.64,833,1.67,0.64,309.99,24.44
117,536.51,891,1.55,0.6,395.58,27.81
886,536.44,793,1.66,0.68,348.84,25.49
941,536.4,854,1.64,0.63,398.39,31.6
658,536.24,833,1.67,0.64,309.99,24.44
893,536.12,867,1.72,0.62,301.28,23.41
823,535.93,832,1.67,0.64,310.06,24.44
903,535.8,849,1.73,0.63,310.02,24.5
683,535.72,832,1.67,0.64,309.99,24.44
703,535.63,849,1.73,0.63,310,24.5
568,535.57,853,1.73,0.63,310.02,24.62
1677,535.37,882,1.82,0.61,268.89,22.09
778,535.34,902,1.79,0.59,268.74,22.14
564,534.96,935,1.86,0.57,271.45,20.82
1086,534.78,890,1.78,0.6,321.63,27.8
621,534.43,853,1.64,0.63,398.38,31.6
845,534.43,862,1.85,0.62,268.75,22.16
80,534.3,935,1.86,0.57,271.3,20.82
1694,534.26,802,1.67,0.67,348.86,23.14
945,534.12,862,1.85,0.62,268.74,22.16
878,534,922,1.79,0.58,271.44,20.82
1105,533.32,864,1.72,0.62,301.2,23.41
974,532.79,871,1.75,0.61,310.61,24
1124,532.77,871,1.75,0.61,310.63,24.01
519,532.72,871,1.75,0.61,310.58,24
1139,532.54,808,1.55,0.66,993.46,86.78
1059,532.22,925,1.78,0.58,268.7,22.07
358,530.93,850,1.73,0.62,309.87,24.61
880,530.9,850,1.73,0.62,310.06,24.63
1193,530.55,921,1.78,0.58,268.67,22.07
464,530.52,815,1.73,0.65,484.93,45.17
936,530.13,860,1.71,0.62,301.26,23.41
1141,530.12,794,1.74,0.67,387.24,25.99
752,530.02,860,1.81,0.62,268.72,22.2
59,529.96,837,1.74,0.63,309.86,24.66
972,529.93,860,1.81,0.62,268.74,22.2
859,528.99,854,1.72,0.62,310.08,24.5
1118,528.93,872,1.83,0.61,268.77,22.2
978,528.09,842,1.68,0.63,321.61,27.7
1215,527.58,851,1.77,0.62,268.74,22.11
910,527.54,852,1.77,0.62,268.79,22.11
731,527.41,883,1.84,0.6,268.7,22.2
1144,527.34,879,1.85,0.6,268.7,22.1
1158,527.17,884,1.77,0.6,268.69,22.14
1024,527.1,871,1.82,0.61,268.73,22.08
858,526.9,819,1.8,0.64,347.58,23.1
187,526.68,842,1.44,0.63,873.48,75.19
48,526.68,799,1.56,0.66,992.94,86.74
1133,526.63,846,1.71,0.62,310.01,24.5
576,525.27,803,1.7,0.65,347.56,23.13
1062,525.08,803,1.7,0.65,347.47,23.12
838,525.06,869,1.75,0.6,321.67,27.81
1126,524.78,860,1.71,0.61,301.22,23.29
860,524.73,860,1.71,0.61,301.29,23.29
363,524.66,869,1.75,0.6,321.48,27.79
1036,524.59,860,1.71,0.61,301.17,23.29
369,524.56,860,1.71,0.61,301.08,23.28
799,524.35,870,1.75,0.6,321.61,27.8
1183,523.41,877,1.81,0.6,268.66,22.1
1029,523.38,866,1.58,0.6,452.01,36
517,523.11,866,1.58,0.6,451.96,36
987,523.07,785,1.68,0.67,347.55,23.16
401,523,787,1.72,0.66,387.07,26.1
1209,522.94,849,1.69,0.62,301.16,23.4
308,522.94,849,1.69,0.62,301.19,23.41
909,522.75,837,1.7,0.62,310.04,24.62
702,522.62,837,1.71,0.62,268.75,22.08
1326,522.3,794,1.79,0.66,387.4,26.14
441,521.86,845,1.81,0.62,268.66,22.16
571,521.84,845,1.81,0.62,268.8,22.17
